country,alpha_2_code,alpha_3_code,numeric_code,indicator,time_period,obs_value,sex,unit_multiplier,unit_of_measure,observation_status,observation_confidentaility,time_period_activity_related_to_when_the_data_are_collected,current_age
Nepal,NP,NPL,524,Insufficient physical activity among school going adolescents,2009,81.8,Male,Units,%,Estimated value,Free,End of fieldwork,11 to 17 years old
Nepal,NP,NPL,524,Insufficient physical activity among school going adolescents,2010,81.8,Male,Units,%,Estimated value,Free,End of fieldwork,11 to 17 years old
Nepal,NP,NPL,524,Insufficient physical activity among school going adolescents,2011,81.8,Male,Units,%,Estimated value,Free,End of fieldwork,11 to 17 years old
Nepal,NP,NPL,524,Insufficient physical activity among school going adolescents,2012,81.8,Male,Units,%,Estimated value,Free,End of fieldwork,11 to 17 years old
Nepal,NP,NPL,524,Insufficient physical activity among school going adolescents,2013,81.8,Male,Units,%,Estimated value,Free,End of fieldwork,11 to 17 years old
Nepal,NP,NPL,524,Insufficient physical activity among school going adolescents,2014,81.8,Male,Units,%,Estimated value,Free,End of fieldwork,11 to 17 years old
Nepal,NP,NPL,524,Insufficient physical activity among school going adolescents,2015,81.8,Male,Units,%,Estimated value,Free,End of fieldwork,11 to 17 years old
Nepal,NP,NPL,524,Insufficient physical activity among school going adolescents,2016,81.8,Male,Units,%,Estimated value,Free,End of fieldwork,11 to 17 years old
Nepal,NP,NPL,524,Insufficient physical activity among school going adolescents,2001,83.3,Total,Units,%,Estimated value,Free,End of fieldwork,11 to 17 years old
Nepal,NP,NPL,524,Insufficient physical activity among school going adolescents,2002,83.3,Total,Units,%,Estimated value,Free,End of fieldwork,11 to 17 years old
Nepal,NP,NPL,524,Insufficient physical activity among school going adolescents,2003,83.3,Total,Units,%,Estimated value,Free,End of fieldwork,11 to 17 years old
Nepal,NP,NPL,524,Insufficient physical activity among school going adolescents,2004,83.3,Total,Units,%,Estimated value,Free,End of fieldwork,11 to 17 years old
Nepal,NP,NPL,524,Insufficient physical activity among school going adolescents,2005,83.3,Total,Units,%,Estimated value,Free,End of fieldwork,11 to 17 years old
Nepal,NP,NPL,524,Insufficient physical activity among school going adolescents,2006,83.4,Total,Units,%,Estimated value,Free,End of fieldwork,11 to 17 years old
Nepal,NP,NPL,524,Insufficient physical activity among school going adolescents,2007,83.4,Total,Units,%,Estimated value,Free,End of fieldwork,11 to 17 years old
Nepal,NP,NPL,524,Insufficient physical activity among school going adolescents,2008,83.4,Total,Units,%,Estimated value,Free,End of fieldwork,11 to 17 years old
Nepal,NP,NPL,524,Insufficient physical activity among school going adolescents,2009,83.4,Total,Units,%,Estimated value,Free,End of fieldwork,11 to 17 years old
Nepal,NP,NPL,524,Insufficient physical activity among school going adolescents,2010,83.4,Total,Units,%,Estimated value,Free,End of fieldwork,11 to 17 years old
Nepal,NP,NPL,524,Insufficient physical activity among school going adolescents,2011,83.4,Total,Units,%,Estimated value,Free,End of fieldwork,11 to 17 years old
Nepal,NP,NPL,524,Insufficient physical activity among school going adolescents,2012,83.4,Total,Units,%,Estimated value,Free,End of fieldwork,11 to 17 years old
Nepal,NP,NPL,524,Insufficient physical activity among school going adolescents,2013,83.4,Total,Units,%,Estimated value,Free,End of fieldwork,11 to 17 years old
Nepal,NP,NPL,524,Insufficient physical activity among school going adolescents,2014,83.4,Total,Units,%,Estimated value,Free,End of fieldwork,11 to 17 years old
Nepal,NP,NPL,524,Insufficient physical activity among school going adolescents,2015,83.5,Total,Units,%,Estimated value,Free,End of fieldwork,11 to 17 years old
Nepal,NP,NPL,524,Insufficient physical activity among school going adolescents,2016,83.5,Total,Units,%,Estimated value,Free,End of fieldwork,11 to 17 years old
Netherlands,NL,NLD,528,Insufficient physical activity among school going adolescents,2001,83.4,Female,Units,%,Estimated value,Free,End of fieldwork,11 to 17 years old
Netherlands,NL,NLD,528,Insufficient physical activity among school going adolescents,2002,83.4,Female,Units,%,Estimated value,Free,End of fieldwork,11 to 17 years old
Netherlands,NL,NLD,528,Insufficient physical activity among school going adolescents,2003,83.5,Female,Units,%,Estimated value,Free,End of fieldwork,11 to 17 years old
Netherlands,NL,NLD,528,Insufficient physical activity among school going adolescents,2004,83.5,Female,Units,%,Estimated value,Free,End of fieldwork,11 to 17 years old
Netherlands,NL,NLD,528,Insufficient physical activity among school going adolescents,2005,83.6,Female,Units,%,Estimated value,Free,End of fieldwork,11 to 17 years old
Netherlands,NL,NLD,528,Insufficient physical activity among school going adolescents,2006,83.6,Female,Units,%,Estimated value,Free,End of fieldwork,11 to 17 years old
Netherlands,NL,NLD,528,Insufficient physical activity among school going adolescents,2007,83.6,Female,Units,%,Estimated value,Free,End of fieldwork,11 to 17 years old
Netherlands,NL,NLD,528,Insufficient physical activity among school going adolescents,2008,83.7,Female,Units,%,Estimated value,Free,End of fieldwork,11 to 17 years old
Netherlands,NL,NLD,528,Insufficient physical activity among school going adolescents,2009,83.7,Female,Units,%,Estimated value,Free,End of fieldwork,11 to 17 years old
Netherlands,NL,NLD,528,Insufficient physical activity among school going adolescents,2010,83.8,Female,Units,%,Estimated value,Free,End of fieldwork,11 to 17 years old
Netherlands,NL,NLD,528,Insufficient physical activity among school going adolescents,2011,83.8,Female,Units,%,Estimated value,Free,End of fieldwork,11 to 17 years old
Netherlands,NL,NLD,528,Insufficient physical activity among school going adolescents,2012,83.8,Female,Units,%,Estimated value,Free,End of fieldwork,11 to 17 years old
Netherlands,NL,NLD,528,Insufficient physical activity among school going adolescents,2013,83.8,Female,Units,%,Estimated value,Free,End of fieldwork,11 to 17 years old
Netherlands,NL,NLD,528,Insufficient physical activity among school going adolescents,2014,83.9,Female,Units,%,Estimated value,Free,End of fieldwork,11 to 17 years old
Netherlands,NL,NLD,528,Insufficient physical activity among school going adolescents,2015,83.9,Female,Units,%,Estimated value,Free,End of fieldwork,11 to 17 years old
Netherlands,NL,NLD,528,Insufficient physical activity among school going adolescents,2016,83.9,Female,Units,%,Estimated value,Free,End of fieldwork,11 to 17 years old
Netherlands,NL,NLD,528,Insufficient physical activity among school going adolescents,2001,77.5,Male,Units,%,Estimated value,Free,End of fieldwork,11 to 17 years old
Netherlands,NL,NLD,528,Insufficient physical activity among school going adolescents,2002,77.4,Male,Units,%,Estimated value,Free,End of fieldwork,11 to 17 years old
Netherlands,NL,NLD,528,Insufficient physical activity among school going adolescents,2003,77.4,Male,Units,%,Estimated value,Free,End of fieldwork,11 to 17 years old
Netherlands,NL,NLD,528,Insufficient physical activity among school going adolescents,2004,77.3,Male,Units,%,Estimated value,Free,End of fieldwork,11 to 17 years old
Netherlands,NL,NLD,528,Insufficient physical activity among school going adolescents,2005,77.2,Male,Units,%,Estimated value,Free,End of fieldwork,11 to 17 years old
Netherlands,NL,NLD,528,Insufficient physical activity among school going adolescents,2006,77.2,Male,Units,%,Estimated value,Free,End of fieldwork,11 to 17 years old
Netherlands,NL,NLD,528,Insufficient physical activity among school going adolescents,2007,77.1,Male,Units,%,Estimated value,Free,End of fieldwork,11 to 17 years old
Netherlands,NL,NLD,528,Insufficient physical activity among school going adolescents,2008,77.1,Male,Units,%,Estimated value,Free,End of fieldwork,11 to 17 years old
Netherlands,NL,NLD,528,Insufficient physical activity among school going adolescents,2009,77,Male,Units,%,Estimated value,Free,End of fieldwork,11 to 17 years old
Netherlands,NL,NLD,528,Insufficient physical activity among school going adolescents,2010,76.9,Male,Units,%,Estimated value,Free,End of fieldwork,11 to 17 years old
Netherlands,NL,NLD,528,Insufficient physical activity among school going adolescents,2011,76.9,Male,Units,%,Estimated value,Free,End of fieldwork,11 to 17 years old
Netherlands,NL,NLD,528,Insufficient physical activity among school going adolescents,2012,76.8,Male,Units,%,Estimated value,Free,End of fieldwork,11 to 17 years old
Netherlands,NL,NLD,528,Insufficient physical activity among school going adolescents,2013,76.8,Male,Units,%,Estimated value,Free,End of fieldwork,11 to 17 years old
Netherlands,NL,NLD,528,Insufficient physical activity among school going adolescents,2014,76.7,Male,Units,%,Estimated value,Free,End of fieldwork,11 to 17 years old
Netherlands,NL,NLD,528,Insufficient physical activity among school going adolescents,2015,76.6,Male,Units,%,Estimated value,Free,End of fieldwork,11 to 17 years old
Netherlands,NL,NLD,528,Insufficient physical activity among school going adolescents,2016,76.6,Male,Units,%,Estimated value,Free,End of fieldwork,11 to 17 years old
Netherlands,NL,NLD,528,Insufficient physical activity among school going adolescents,2001,80.4,Total,Units,%,Estimated value,Free,End of fieldwork,11 to 17 years old
Netherlands,NL,NLD,528,Insufficient physical activity among school going adolescents,2002,80.4,Total,Units,%,Estimated value,Free,End of fieldwork,11 to 17 years old
Netherlands,NL,NLD,528,Insufficient physical activity among school going adolescents,2003,80.4,Total,Units,%,Estimated value,Free,End of fieldwork,11 to 17 years old
Netherlands,NL,NLD,528,Insufficient physical activity among school going adolescents,2004,80.3,Total,Units,%,Estimated value,Free,End of fieldwork,11 to 17 years old
Netherlands,NL,NLD,528,Insufficient physical activity among school going adolescents,2005,80.3,Total,Units,%,Estimated value,Free,End of fieldwork,11 to 17 years old
Netherlands,NL,NLD,528,Insufficient physical activity among school going adolescents,2006,80.3,Total,Units,%,Estimated value,Free,End of fieldwork,11 to 17 years old
Netherlands,NL,NLD,528,Insufficient physical activity among school going adolescents,2007,80.3,Total,Units,%,Estimated value,Free,End of fieldwork,11 to 17 years old
Netherlands,NL,NLD,528,Insufficient physical activity among school going adolescents,2008,80.3,Total,Units,%,Estimated value,Free,End of fieldwork,11 to 17 years old
Netherlands,NL,NLD,528,Insufficient physical activity among school going adolescents,2009,80.3,Total,Units,%,Estimated value,Free,End of fieldwork,11 to 17 years old
Netherlands,NL,NLD,528,Insufficient physical activity among school going adolescents,2010,80.3,Total,Units,%,Estimated value,Free,End of fieldwork,11 to 17 years old
Netherlands,NL,NLD,528,Insufficient physical activity among school going adolescents,2011,80.3,Total,Units,%,Estimated value,Free,End of fieldwork,11 to 17 years old
Netherlands,NL,NLD,528,Insufficient physical activity among school going adolescents,2012,80.2,Total,Units,%,Estimated value,Free,End of fieldwork,11 to 17 years old
Netherlands,NL,NLD,528,Insufficient physical activity among school going adolescents,2013,80.2,Total,Units,%,Estimated value,Free,End of fieldwork,11 to 17 years old
Netherlands,NL,NLD,528,Insufficient physical activity among school going adolescents,2014,80.2,Total,Units,%,Estimated value,Free,End of fieldwork,11 to 17 years old
Netherlands,NL,NLD,528,Insufficient physical activity among school going adolescents,2015,80.2,Total,Units,%,Estimated value,Free,End of fieldwork,11 to 17 years old
Netherlands,NL,NLD,528,Insufficient physical activity among school going adolescents,2016,80.2,Total,Units,%,Estimated value,Free,End of fieldwork,11 to 17 years old
New Zealand,NZ,NZL,554,Insufficient physical activity among school going adolescents,2001,92.1,Female,Units,%,Estimated value,Free,End of fieldwork,11 to 17 years old
New Zealand,NZ,NZL,554,Insufficient physical activity among school going adolescents,2002,92.2,Female,Units,%,Estimated value,Free,End of fieldwork,11 to 17 years old
New Zealand,NZ,NZL,554,Insufficient physical activity among school going adolescents,2003,92.2,Female,Units,%,Estimated value,Free,End of fieldwork,11 to 17 years old
New Zealand,NZ,NZL,554,Insufficient physical activity among school going adolescents,2004,92.3,Female,Units,%,Estimated value,Free,End of fieldwork,11 to 17 years old
New Zealand,NZ,NZL,554,Insufficient physical activity among school going adolescents,2005,92.3,Female,Units,%,Estimated value,Free,End of fieldwork,11 to 17 years old
New Zealand,NZ,NZL,554,Insufficient physical activity among school going adolescents,2006,92.3,Female,Units,%,Estimated value,Free,End of fieldwork,11 to 17 years old
New Zealand,NZ,NZL,554,Insufficient physical activity among school going adolescents,2007,92.4,Female,Units,%,Estimated value,Free,End of fieldwork,11 to 17 years old
New Zealand,NZ,NZL,554,Insufficient physical activity among school going adolescents,2008,92.4,Female,Units,%,Estimated value,Free,End of fieldwork,11 to 17 years old
New Zealand,NZ,NZL,554,Insufficient physical activity among school going adolescents,2009,92.5,Female,Units,%,Estimated value,Free,End of fieldwork,11 to 17 years old
New Zealand,NZ,NZL,554,Insufficient physical activity among school going adolescents,2010,92.5,Female,Units,%,Estimated value,Free,End of fieldwork,11 to 17 years old
New Zealand,NZ,NZL,554,Insufficient physical activity among school going adolescents,2011,92.5,Female,Units,%,Estimated value,Free,End of fieldwork,11 to 17 years old
New Zealand,NZ,NZL,554,Insufficient physical activity among school going adolescents,2012,92.6,Female,Units,%,Estimated value,Free,End of fieldwork,11 to 17 years old
New Zealand,NZ,NZL,554,Insufficient physical activity among school going adolescents,2013,92.6,Female,Units,%,Estimated value,Free,End of fieldwork,11 to 17 years old
New Zealand,NZ,NZL,554,Insufficient physical activity among school going adolescents,2014,92.6,Female,Units,%,Estimated value,Free,End of fieldwork,11 to 17 years old
New Zealand,NZ,NZL,554,Insufficient physical activity among school going adolescents,2015,92.7,Female,Units,%,Estimated value,Free,End of fieldwork,11 to 17 years old
New Zealand,NZ,NZL,554,Insufficient physical activity among school going adolescents,2016,92.7,Female,Units,%,Estimated value,Free,End of fieldwork,11 to 17 years old
New Zealand,NZ,NZL,554,Insufficient physical activity among school going adolescents,2001,82.5,Male,Units,%,Estimated value,Free,End of fieldwork,11 to 17 years old
New Zealand,NZ,NZL,554,Insufficient physical activity among school going adolescents,2002,82.6,Male,Units,%,Estimated value,Free,End of fieldwork,11 to 17 years old
New Zealand,NZ,NZL,554,Insufficient physical activity among school going adolescents,2003,82.8,Male,Units,%,Estimated value,Free,End of fieldwork,11 to 17 years old
New Zealand,NZ,NZL,554,Insufficient physical activity among school going adolescents,2004,83,Male,Units,%,Estimated value,Free,End of fieldwork,11 to 17 years old
New Zealand,NZ,NZL,554,Insufficient physical activity among school going adolescents,2005,83.1,Male,Units,%,Estimated value,Free,End of fieldwork,11 to 17 years old
New Zealand,NZ,NZL,554,Insufficient physical activity among school going adolescents,2006,83.3,Male,Units,%,Estimated value,Free,End of fieldwork,11 to 17 years old
New Zealand,NZ,NZL,554,Insufficient physical activity among school going adolescents,2007,83.5,Male,Units,%,Estimated value,Free,End of fieldwork,11 to 17 years old
New Zealand,NZ,NZL,554,Insufficient physical activity among school going adolescents,2008,83.7,Male,Units,%,Estimated value,Free,End of fieldwork,11 to 17 years old
New Zealand,NZ,NZL,554,Insufficient physical activity among school going adolescents,2009,83.8,Male,Units,%,Estimated value,Free,End of fieldwork,11 to 17 years old
New Zealand,NZ,NZL,554,Insufficient physical activity among school going adolescents,2010,84,Male,Units,%,Estimated value,Free,End of fieldwork,11 to 17 years old
New Zealand,NZ,NZL,554,Insufficient physical activity among school going adolescents,2011,84.2,Male,Units,%,Estimated value,Free,End of fieldwork,11 to 17 years old
New Zealand,NZ,NZL,554,Insufficient physical activity among school going adolescents,2012,84.3,Male,Units,%,Estimated value,Free,End of fieldwork,11 to 17 years old
New Zealand,NZ,NZL,554,Insufficient physical activity among school going adolescents,2013,84.5,Male,Units,%,Estimated value,Free,End of fieldwork,11 to 17 years old
New Zealand,NZ,NZL,554,Insufficient physical activity among school going adolescents,2014,84.6,Male,Units,%,Estimated value,Free,End of fieldwork,11 to 17 years old
New Zealand,NZ,NZL,554,Insufficient physical activity among school going adolescents,2015,84.8,Male,Units,%,Estimated value,Free,End of fieldwork,11 to 17 years old
New Zealand,NZ,NZL,554,Insufficient physical activity among school going adolescents,2016,84.9,Male,Units,%,Estimated value,Free,End of fieldwork,11 to 17 years old
New Zealand,NZ,NZL,554,Insufficient physical activity among school going adolescents,2001,87.2,Total,Units,%,Estimated value,Free,End of fieldwork,11 to 17 years old
New Zealand,NZ,NZL,554,Insufficient physical activity among school going adolescents,2002,87.3,Total,Units,%,Estimated value,Free,End of fieldwork,11 to 17 years old
New Zealand,NZ,NZL,554,Insufficient physical activity among school going adolescents,2003,87.4,Total,Units,%,Estimated value,Free,End of fieldwork,11 to 17 years old
New Zealand,NZ,NZL,554,Insufficient physical activity among school going adolescents,2004,87.5,Total,Units,%,Estimated value,Free,End of fieldwork,11 to 17 years old
New Zealand,NZ,NZL,554,Insufficient physical activity among school going adolescents,2005,87.6,Total,Units,%,Estimated value,Free,End of fieldwork,11 to 17 years old
New Zealand,NZ,NZL,554,Insufficient physical activity among school going adolescents,2006,87.7,Total,Units,%,Estimated value,Free,End of fieldwork,11 to 17 years old
New Zealand,NZ,NZL,554,Insufficient physical activity among school going adolescents,2007,87.8,Total,Units,%,Estimated value,Free,End of fieldwork,11 to 17 years old
New Zealand,NZ,NZL,554,Insufficient physical activity among school going adolescents,2008,87.9,Total,Units,%,Estimated value,Free,End of fieldwork,11 to 17 years old
New Zealand,NZ,NZL,554,Insufficient physical activity among school going adolescents,2009,88,Total,Units,%,Estimated value,Free,End of fieldwork,11 to 17 years old
New Zealand,NZ,NZL,554,Insufficient physical activity among school going adolescents,2010,88.1,Total,Units,%,Estimated value,Free,End of fieldwork,11 to 17 years old
New Zealand,NZ,NZL,554,Insufficient physical activity among school going adolescents,2011,88.2,Total,Units,%,Estimated value,Free,End of fieldwork,11 to 17 years old
New Zealand,NZ,NZL,554,Insufficient physical activity among school going adolescents,2012,88.3,Total,Units,%,Estimated value,Free,End of fieldwork,11 to 17 years old
New Zealand,NZ,NZL,554,Insufficient physical activity among school going adolescents,2013,88.4,Total,Units,%,Estimated value,Free,End of fieldwork,11 to 17 years old
New Zealand,NZ,NZL,554,Insufficient physical activity among school going adolescents,2014,88.5,Total,Units,%,Estimated value,Free,End of fieldwork,11 to 17 years old
New Zealand,NZ,NZL,554,Insufficient physical activity among school going adolescents,2015,88.6,Total,Units,%,Estimated value,Free,End of fieldwork,11 to 17 years old
New Zealand,NZ,NZL,554,Insufficient physical activity among school going adolescents,2016,88.7,Total,Units,%,Estimated value,Free,End of fieldwork,11 to 17 years old
Niue,NU,NIU,570,Insufficient physical activity among school going adolescents,2001,87.9,Female,Units,%,Estimated value,Free,End of fieldwork,11 to 17 years old
Niue,NU,NIU,570,Insufficient physical activity among school going adolescents,2002,87.9,Female,Units,%,Estimated value,Free,End of fieldwork,11 to 17 years old
Niue,NU,NIU,570,Insufficient physical activity among school going adolescents,2003,88,Female,Units,%,Estimated value,Free,End of fieldwork,11 to 17 years old
Niue,NU,NIU,570,Insufficient physical activity among school going adolescents,2004,88,Female,Units,%,Estimated value,Free,End of fieldwork,11 to 17 years old
Niue,NU,NIU,570,Insufficient physical activity among school going adolescents,2005,88,Female,Units,%,Estimated value,Free,End of fieldwork,11 to 17 years old
Niue,NU,NIU,570,Insufficient physical activity among school going adolescents,2006,88.1,Female,Units,%,Estimated value,Free,End of fieldwork,11 to 17 years old
Niue,NU,NIU,570,Insufficient physical activity among school going adolescents,2007,88.1,Female,Units,%,Estimated value,Free,End of fieldwork,11 to 17 years old
Niue,NU,NIU,570,Insufficient physical activity among school going adolescents,2008,88.2,Female,Units,%,Estimated value,Free,End of fieldwork,11 to 17 years old
Niue,NU,NIU,570,Insufficient physical activity among school going adolescents,2009,88.2,Female,Units,%,Estimated value,Free,End of fieldwork,11 to 17 years old
Niue,NU,NIU,570,Insufficient physical activity among school going adolescents,2010,88.2,Female,Units,%,Estimated value,Free,End of fieldwork,11 to 17 years old
Niue,NU,NIU,570,Insufficient physical activity among school going adolescents,2011,88.3,Female,Units,%,Estimated value,Free,End of fieldwork,11 to 17 years old
Niue,NU,NIU,570,Insufficient physical activity among school going adolescents,2012,88.3,Female,Units,%,Estimated value,Free,End of fieldwork,11 to 17 years old
Niue,NU,NIU,570,Insufficient physical activity among school going adolescents,2013,88.4,Female,Units,%,Estimated value,Free,End of fieldwork,11 to 17 years old
Niue,NU,NIU,570,Insufficient physical activity among school going adolescents,2014,88.4,Female,Units,%,Estimated value,Free,End of fieldwork,11 to 17 years old
Niue,NU,NIU,570,Insufficient physical activity among school going adolescents,2015,88.5,Female,Units,%,Estimated value,Free,End of fieldwork,11 to 17 years old
Niue,NU,NIU,570,Insufficient physical activity among school going adolescents,2016,88.5,Female,Units,%,Estimated value,Free,End of fieldwork,11 to 17 years old
Niue,NU,NIU,570,Insufficient physical activity among school going adolescents,2001,85.4,Male,Units,%,Estimated value,Free,End of fieldwork,11 to 17 years old
Niue,NU,NIU,570,Insufficient physical activity among school going adolescents,2002,85.4,Male,Units,%,Estimated value,Free,End of fieldwork,11 to 17 years old
Niue,NU,NIU,570,Insufficient physical activity among school going adolescents,2003,85.5,Male,Units,%,Estimated value,Free,End of fieldwork,11 to 17 years old
Niue,NU,NIU,570,Insufficient physical activity among school going adolescents,2004,85.5,Male,Units,%,Estimated value,Free,End of fieldwork,11 to 17 years old
Niue,NU,NIU,570,Insufficient physical activity among school going adolescents,2005,85.6,Male,Units,%,Estimated value,Free,End of fieldwork,11 to 17 years old
Niue,NU,NIU,570,Insufficient physical activity among school going adolescents,2006,85.6,Male,Units,%,Estimated value,Free,End of fieldwork,11 to 17 years old
Niue,NU,NIU,570,Insufficient physical activity among school going adolescents,2007,85.7,Male,Units,%,Estimated value,Free,End of fieldwork,11 to 17 years old
Niue,NU,NIU,570,Insufficient physical activity among school going adolescents,2008,85.7,Male,Units,%,Estimated value,Free,End of fieldwork,11 to 17 years old
Niue,NU,NIU,570,Insufficient physical activity among school going adolescents,2009,85.8,Male,Units,%,Estimated value,Free,End of fieldwork,11 to 17 years old
Niue,NU,NIU,570,Insufficient physical activity among school going adolescents,2010,85.8,Male,Units,%,Estimated value,Free,End of fieldwork,11 to 17 years old
Niue,NU,NIU,570,Insufficient physical activity among school going adolescents,2011,85.9,Male,Units,%,Estimated value,Free,End of fieldwork,11 to 17 years old
Niue,NU,NIU,570,Insufficient physical activity among school going adolescents,2012,85.9,Male,Units,%,Estimated value,Free,End of fieldwork,11 to 17 years old
Niue,NU,NIU,570,Insufficient physical activity among school going adolescents,2013,86,Male,Units,%,Estimated value,Free,End of fieldwork,11 to 17 years old
Niue,NU,NIU,570,Insufficient physical activity among school going adolescents,2014,86,Male,Units,%,Estimated value,Free,End of fieldwork,11 to 17 years old
Niue,NU,NIU,570,Insufficient physical activity among school going adolescents,2015,86.1,Male,Units,%,Estimated value,Free,End of fieldwork,11 to 17 years old
Niue,NU,NIU,570,Insufficient physical activity among school going adolescents,2016,86.1,Male,Units,%,Estimated value,Free,End of fieldwork,11 to 17 years old
Niue,NU,NIU,570,Insufficient physical activity among school going adolescents,2001,86.6,Total,Units,%,Estimated value,Free,End of fieldwork,11 to 17 years old
Niue,NU,NIU,570,Insufficient physical activity among school going adolescents,2002,86.7,Total,Units,%,Estimated value,Free,End of fieldwork,11 to 17 years old
Niue,NU,NIU,570,Insufficient physical activity among school going adolescents,2003,86.7,Total,Units,%,Estimated value,Free,End of fieldwork,11 to 17 years old
Niue,NU,NIU,570,Insufficient physical activity among school going adolescents,2004,86.8,Total,Units,%,Estimated value,Free,End of fieldwork,11 to 17 years old
Niue,NU,NIU,570,Insufficient physical activity among school going adolescents,2005,86.8,Total,Units,%,Estimated value,Free,End of fieldwork,11 to 17 years old
Niue,NU,NIU,570,Insufficient physical activity among school going adolescents,2006,86.9,Total,Units,%,Estimated value,Free,End of fieldwork,11 to 17 years old
Niue,NU,NIU,570,Insufficient physical activity among school going adolescents,2007,86.9,Total,Units,%,Estimated value,Free,End of fieldwork,11 to 17 years old
Niue,NU,NIU,570,Insufficient physical activity among school going adolescents,2008,87,Total,Units,%,Estimated value,Free,End of fieldwork,11 to 17 years old
Niue,NU,NIU,570,Insufficient physical activity among school going adolescents,2009,87,Total,Units,%,Estimated value,Free,End of fieldwork,11 to 17 years old
Niue,NU,NIU,570,Insufficient physical activity among school going adolescents,2010,87,Total,Units,%,Estimated value,Free,End of fieldwork,11 to 17 years old
Niue,NU,NIU,570,Insufficient physical activity among school going adolescents,2011,87.1,Total,Units,%,Estimated value,Free,End of fieldwork,11 to 17 years old
Niue,NU,NIU,570,Insufficient physical activity among school going adolescents,2012,87.1,Total,Units,%,Estimated value,Free,End of fieldwork,11 to 17 years old
Niue,NU,NIU,570,Insufficient physical activity among school going adolescents,2013,87.2,Total,Units,%,Estimated value,Free,End of fieldwork,11 to 17 years old
Niue,NU,NIU,570,Insufficient physical activity among school going adolescents,2014,87.2,Total,Units,%,Estimated value,Free,End of fieldwork,11 to 17 years old
Niue,NU,NIU,570,Insufficient physical activity among school going adolescents,2015,87.3,Total,Units,%,Estimated value,Free,End of fieldwork,11 to 17 years old
Niue,NU,NIU,570,Insufficient physical activity among school going adolescents,2016,87.3,Total,Units,%,Estimated value,Free,End of fieldwork,11 to 17 years old
"Macedonia, the former Yugoslav Republic of",MK,MKD,807,Insufficient physical activity among school going adolescents,2001,83.9,Female,Units,%,Estimated value,Free,End of fieldwork,11 to 17 years old
"Macedonia, the former Yugoslav Republic of",MK,MKD,807,Insufficient physical activity among school going adolescents,2002,83.8,Female,Units,%,Estimated value,Free,End of fieldwork,11 to 17 years old
"Macedonia, the former Yugoslav Republic of",MK,MKD,807,Insufficient physical activity among school going adolescents,2003,83.8,Female,Units,%,Estimated value,Free,End of fieldwork,11 to 17 years old
"Macedonia, the former Yugoslav Republic of",MK,MKD,807,Insufficient physical activity among school going adolescents,2004,83.8,Female,Units,%,Estimated value,Free,End of fieldwork,11 to 17 years old
"Macedonia, the former Yugoslav Republic of",MK,MKD,807,Insufficient physical activity among school going adolescents,2005,83.8,Female,Units,%,Estimated value,Free,End of fieldwork,11 to 17 years old
"Macedonia, the former Yugoslav Republic of",MK,MKD,807,Insufficient physical activity among school going adolescents,2006,83.7,Female,Units,%,Estimated value,Free,End of fieldwork,11 to 17 years old
"Macedonia, the former Yugoslav Republic of",MK,MKD,807,Insufficient physical activity among school going adolescents,2007,83.7,Female,Units,%,Estimated value,Free,End of fieldwork,11 to 17 years old
"Macedonia, the former Yugoslav Republic of",MK,MKD,807,Insufficient physical activity among school going adolescents,2008,83.7,Female,Units,%,Estimated value,Free,End of fieldwork,11 to 17 years old
"Macedonia, the former Yugoslav Republic of",MK,MKD,807,Insufficient physical activity among school going adolescents,2009,83.7,Female,Units,%,Estimated value,Free,End of fieldwork,11 to 17 years old
"Macedonia, the former Yugoslav Republic of",MK,MKD,807,Insufficient physical activity among school going adolescents,2010,83.6,Female,Units,%,Estimated value,Free,End of fieldwork,11 to 17 years old
"Macedonia, the former Yugoslav Republic of",MK,MKD,807,Insufficient physical activity among school going adolescents,2011,83.6,Female,Units,%,Estimated value,Free,End of fieldwork,11 to 17 years old
"Macedonia, the former Yugoslav Republic of",MK,MKD,807,Insufficient physical activity among school going adolescents,2012,83.6,Female,Units,%,Estimated value,Free,End of fieldwork,11 to 17 years old
"Macedonia, the former Yugoslav Republic of",MK,MKD,807,Insufficient physical activity among school going adolescents,2013,83.6,Female,Units,%,Estimated value,Free,End of fieldwork,11 to 17 years old
"Macedonia, the former Yugoslav Republic of",MK,MKD,807,Insufficient physical activity among school going adolescents,2014,83.6,Female,Units,%,Estimated value,Free,End of fieldwork,11 to 17 years old
"Macedonia, the former Yugoslav Republic of",MK,MKD,807,Insufficient physical activity among school going adolescents,2015,83.5,Female,Units,%,Estimated value,Free,End of fieldwork,11 to 17 years old
"Macedonia, the former Yugoslav Republic of",MK,MKD,807,Insufficient physical activity among school going adolescents,2016,83.5,Female,Units,%,Estimated value,Free,End of fieldwork,11 to 17 years old
"Macedonia, the former Yugoslav Republic of",MK,MKD,807,Insufficient physical activity among school going adolescents,2001,75.5,Male,Units,%,Estimated value,Free,End of fieldwork,11 to 17 years old
"Macedonia, the former Yugoslav Republic of",MK,MKD,807,Insufficient physical activity among school going adolescents,2002,75.4,Male,Units,%,Estimated value,Free,End of fieldwork,11 to 17 years old
"Macedonia, the former Yugoslav Republic of",MK,MKD,807,Insufficient physical activity among school going adolescents,2003,75.2,Male,Units,%,Estimated value,Free,End of fieldwork,11 to 17 years old
